image_path,filename,raw_class,class_name,label,split
data\raw\bloodcells_dataset\basophil\BA_143059.jpg,BA_143059.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_14309.jpg,BA_14309.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_144863.jpg,BA_144863.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_145728.jpg,BA_145728.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_147282.jpg,BA_147282.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_151210.jpg,BA_151210.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_152650.jpg,BA_152650.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_152708.jpg,BA_152708.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_152930.jpg,BA_152930.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_153085.jpg,BA_153085.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_154572.jpg,BA_154572.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_155216.jpg,BA_155216.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_155436.jpg,BA_155436.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_15551.jpg,BA_15551.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_1581.jpg,BA_1581.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_158249.jpg,BA_158249.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_158647.jpg,BA_158647.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_161101.jpg,BA_161101.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_161905.jpg,BA_161905.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_162483.jpg,BA_162483.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_162861.jpg,BA_162861.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_164170.jpg,BA_164170.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_165215.jpg,BA_165215.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_166254.jpg,BA_166254.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_166406.jpg,BA_166406.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_166905.jpg,BA_166905.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_168028.jpg,BA_168028.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_168566.jpg,BA_168566.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_172469.jpg,BA_172469.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_173262.jpg,BA_173262.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_173620.jpg,BA_173620.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_174705.jpg,BA_174705.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_174731.jpg,BA_174731.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_175269.jpg,BA_175269.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_175579.jpg,BA_175579.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_17648.jpg,BA_17648.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_177799.jpg,BA_177799.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_178358.jpg,BA_178358.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_178853.jpg,BA_178853.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_179459.jpg,BA_179459.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_184682.jpg,BA_184682.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_186830.jpg,BA_186830.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_18821.jpg,BA_18821.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_188974.jpg,BA_188974.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_190505.jpg,BA_190505.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_191120.jpg,BA_191120.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_19177.jpg,BA_19177.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_193488.jpg,BA_193488.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_193863.jpg,BA_193863.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_196745.jpg,BA_196745.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_196807.jpg,BA_196807.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_198105.jpg,BA_198105.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_198565.jpg,BA_198565.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_199179.jpg,BA_199179.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_200697.jpg,BA_200697.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_200989.jpg,BA_200989.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_20161.jpg,BA_20161.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_202924.jpg,BA_202924.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_2035.jpg,BA_2035.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_204774.jpg,BA_204774.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_204791.jpg,BA_204791.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_206112.jpg,BA_206112.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_206130.jpg,BA_206130.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_209608.jpg,BA_209608.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_210917.jpg,BA_210917.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_212452.jpg,BA_212452.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_212748.jpg,BA_212748.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_21413.jpg,BA_21413.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_214521.jpg,BA_214521.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_214538.jpg,BA_214538.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_214867.jpg,BA_214867.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_214889.jpg,BA_214889.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_215988.jpg,BA_215988.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_218293.jpg,BA_218293.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_219183.jpg,BA_219183.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_220744.jpg,BA_220744.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_221057.jpg,BA_221057.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_221648.jpg,BA_221648.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_22197.jpg,BA_22197.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_225540.jpg,BA_225540.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_227863.jpg,BA_227863.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_229550.jpg,BA_229550.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_229935.jpg,BA_229935.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_237069.jpg,BA_237069.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_237864.jpg,BA_237864.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_238331.jpg,BA_238331.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_23839.jpg,BA_23839.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_240301.jpg,BA_240301.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_240977.jpg,BA_240977.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_241069.jpg,BA_241069.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_241108.jpg,BA_241108.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_241392.jpg,BA_241392.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_242626.jpg,BA_242626.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_243213.jpg,BA_243213.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_243554.jpg,BA_243554.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_245418.jpg,BA_245418.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_24720.jpg,BA_24720.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_248930.jpg,BA_248930.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_24963.jpg,BA_24963.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_249665.jpg,BA_249665.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_250000.jpg,BA_250000.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_250396.jpg,BA_250396.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_25245.jpg,BA_25245.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_254820.jpg,BA_254820.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_255467.jpg,BA_255467.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_255533.jpg,BA_255533.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_25610.jpg,BA_25610.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_258997.jpg,BA_258997.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_260100.jpg,BA_260100.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_262646.jpg,BA_262646.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_263028.jpg,BA_263028.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_265929.jpg,BA_265929.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_268064.jpg,BA_268064.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_27002.jpg,BA_27002.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_270382.jpg,BA_270382.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_270647.jpg,BA_270647.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_271501.jpg,BA_271501.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_271614.jpg,BA_271614.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_273021.jpg,BA_273021.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_273793.jpg,BA_273793.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_274864.jpg,BA_274864.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_275073.jpg,BA_275073.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_276896.jpg,BA_276896.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_277489.jpg,BA_277489.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_27810.jpg,BA_27810.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_278185.jpg,BA_278185.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_279501.jpg,BA_279501.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_279676.jpg,BA_279676.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_280715.jpg,BA_280715.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_281849.jpg,BA_281849.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_283950.jpg,BA_283950.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_284260.jpg,BA_284260.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_284282.jpg,BA_284282.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_2862.jpg,BA_2862.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_28660.jpg,BA_28660.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_287643.jpg,BA_287643.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_289279.jpg,BA_289279.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_290341.jpg,BA_290341.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_294650.jpg,BA_294650.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_296272.jpg,BA_296272.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_297732.jpg,BA_297732.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_298364.jpg,BA_298364.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_298505.jpg,BA_298505.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_303637.jpg,BA_303637.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_303986.jpg,BA_303986.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_304705.jpg,BA_304705.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_305180.jpg,BA_305180.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_305833.jpg,BA_305833.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_305849.jpg,BA_305849.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_307737.jpg,BA_307737.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_307830.jpg,BA_307830.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_308527.jpg,BA_308527.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_309434.jpg,BA_309434.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_309583.jpg,BA_309583.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_310106.jpg,BA_310106.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_31317.jpg,BA_31317.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_313484.jpg,BA_313484.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_314118.jpg,BA_314118.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_314590.jpg,BA_314590.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_315376.jpg,BA_315376.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_316789.jpg,BA_316789.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_317405.jpg,BA_317405.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_318538.jpg,BA_318538.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_32179.jpg,BA_32179.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_322445.jpg,BA_322445.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_324706.jpg,BA_324706.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_32490.jpg,BA_32490.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_324965.jpg,BA_324965.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_326538.jpg,BA_326538.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_32675.jpg,BA_32675.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_327727.jpg,BA_327727.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_327890.jpg,BA_327890.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_328970.jpg,BA_328970.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_32996.jpg,BA_32996.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_330726.jpg,BA_330726.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_331375.jpg,BA_331375.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_332289.jpg,BA_332289.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_332496.jpg,BA_332496.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_332707.jpg,BA_332707.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_333456.jpg,BA_333456.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_334078.jpg,BA_334078.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_338090.jpg,BA_338090.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_338546.jpg,BA_338546.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_338836.jpg,BA_338836.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_339232.jpg,BA_339232.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_340913.jpg,BA_340913.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_34424.jpg,BA_34424.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_345373.jpg,BA_345373.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_347386.jpg,BA_347386.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_347981.jpg,BA_347981.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_348602.jpg,BA_348602.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_353263.jpg,BA_353263.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_353283.jpg,BA_353283.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_354415.jpg,BA_354415.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_354561.jpg,BA_354561.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_356694.jpg,BA_356694.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_35708.jpg,BA_35708.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_357319.jpg,BA_357319.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_35932.jpg,BA_35932.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_359743.jpg,BA_359743.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_35991.jpg,BA_35991.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_360043.jpg,BA_360043.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_360221.jpg,BA_360221.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_360297.jpg,BA_360297.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_361292.jpg,BA_361292.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_362723.jpg,BA_362723.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_362887.jpg,BA_362887.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_363018.jpg,BA_363018.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_363451.jpg,BA_363451.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_364491.jpg,BA_364491.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_366588.jpg,BA_366588.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_366598.jpg,BA_366598.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_369405.jpg,BA_369405.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_372252.jpg,BA_372252.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_374431.jpg,BA_374431.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_374718.jpg,BA_374718.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_377664.jpg,BA_377664.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_378251.jpg,BA_378251.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_379184.jpg,BA_379184.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_379312.jpg,BA_379312.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_379570.jpg,BA_379570.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_381452.jpg,BA_381452.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_382161.jpg,BA_382161.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_383011.jpg,BA_383011.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_383070.jpg,BA_383070.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_383453.jpg,BA_383453.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_38489.jpg,BA_38489.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_385583.jpg,BA_385583.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_386187.jpg,BA_386187.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_386305.jpg,BA_386305.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_38638.jpg,BA_38638.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_386912.jpg,BA_386912.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_387655.jpg,BA_387655.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_388223.jpg,BA_388223.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_391998.jpg,BA_391998.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_393233.jpg,BA_393233.jpg,basophil,basophil,0,train
data\raw\bloodcells_dataset\basophil\BA_393442.jpg,BA_393442.jpg,basophil,basophil,0,train
